gene_id	external_gene_name	entrezgene
ENSG00000103121	CMC2	56942
ENSG00000234012	MDC1	9656
ENSG00000184076	UQCR10	29796
ENSG00000108861	DUSP3	1845
ENSG00000108826	MRPL27	51264
ENSG00000112062	MAPK14	1432
ENSG00000173546	CSPG4	1464
ENSG00000140350	ANP32A	8125
ENSG00000091972	CD200	4345
ENSG00000133111	RFXAP	5994
ENSG00000278624	AZU1	566
ENSG00000176386	CDC26	246184
ENSG00000136603	SKIL	6498
ENSG00000152086	TUBA3E	112714
ENSG00000177963	RIC8A	60626
ENSG00000106554	CHCHD3	54927
ENSG00000153046	CDYL	9425
ENSG00000148143	ZNF462	58499
ENSG00000227761	BAG6	7917
ENSG00000278605	TSEN34	79042
ENSG00000083720	OXCT1	5019
ENSG00000131143	COX4I1	1327
ENSG00000179271	GADD45GIP1	90480
ENSG00000174640	SLCO2A1	6578
ENSG00000174640	SLCO2A1	80111
ENSG00000249915	PDCD6	10016
ENSG00000163629	PTPN13	5783
ENSG00000163590	PPM1L	151742
ENSG00000124786	SLC35B3	51000
ENSG00000153944	MSI2	124540
ENSG00000102871	TRADD	8717
ENSG00000198843	SELENOT	51714
ENSG00000170860	LSM3	27258
ENSG00000236826	LSM2	57819
ENSG00000141027	NCOR1	9611
ENSG00000173276	ZBTB21	49854
ENSG00000165626	BEND7	222389
ENSG00000163170	BOLA3	388962
ENSG00000150893	FREM2	341640
ENSG00000026025	VIM	7431
ENSG00000050748	MAPK9	5601
ENSG00000132436	FIGNL1	63979
ENSG00000063761	ADCK1	57143
ENSG00000161547	SRSF2	6427
ENSG00000130202	NECTIN2	5819
ENSG00000139496	NUP58	9818
ENSG00000139631	CSAD	51380
ENSG00000152465	NMT2	9397
ENSG00000184702	SEPT5	5413
ENSG00000005007	UPF1	5976
ENSG00000100592	DAAM1	23002
ENSG00000161813	LARP4	113251
ENSG00000009335	UBE3C	9690
ENSG00000137824	RMDN3	55177
ENSG00000156970	BUB1B	701
ENSG00000100410	PHF5A	84844
ENSG00000125944	HNRNPR	10236
ENSG00000119125	GDA	9615
ENSG00000151445	VIPAS39	63894
ENSG00000179134	SAMD4B	55095
ENSG00000223775	MRPS18B	28973
ENSG00000114391	RPL24	6152
ENSG00000112592	TBP	6908
ENSG00000168280	KIF5C	3800
ENSG00000035403	VCL	7414
ENSG00000132300	PTCD3	55037
ENSG00000101981	F9	2158
ENSG00000235696	C2	717
ENSG00000236149	ABCF1	23
ENSG00000162129	CLPB	81570
ENSG00000169019	COMMD8	54951
ENSG00000096696	DSP	1832
ENSG00000188612	SUMO2	6613
ENSG00000183801	OLFML1	283298
ENSG00000230763	HLA-DPB1	3115
ENSG00000248333	CDK11B	984
ENSG00000113658	SMAD5	4090
ENSG00000111057	KRT18	3875
ENSG00000135636	DYSF	8291
ENSG00000198060	MARCH5	54708
ENSG00000127445	PIN1	5300
ENSG00000166913	YWHAB	7529
ENSG00000161057	PSMC2	5701
ENSG00000151576	QTRT2	79691
ENSG00000105426	PTPRS	5802
ENSG00000241779	RPP21	79897
ENSG00000241779	RPP21	202658
ENSG00000111913	RIPOR2	9750
ENSG00000158042	MRPL17	63875
ENSG00000138629	UBL7	84993
ENSG00000137699	TRIM29	23650
ENSG00000136754	ABI1	10006
ENSG00000274047	SYNRG	11276
ENSG00000087008	ACOX3	8310
ENSG00000158161	EYA3	2140
ENSG00000149573	MPZL2	10205
ENSG00000003147	ICA1	3382
ENSG00000135926	TMBIM1	64114
ENSG00000157500	APPL1	26060
ENSG00000164692	COL1A2	1278
ENSG00000136888	ATP6V1G1	9550
ENSG00000196937	FAM3C	10447
ENSG00000086758	HUWE1	10075
ENSG00000114745	GORASP1	64689
ENSG00000100348	TXN2	25828
ENSG00000125772	GPCPD1	56261
ENSG00000073605	GSDMB	55876
ENSG00000147257	GPC3	2719
ENSG00000130935	NOL11	25926
ENSG00000276681	LENG8	114823
ENSG00000106244	PDAP1	11333
ENSG00000090924	PLEKHG2	64857
ENSG00000156110	ADK	132
ENSG00000064545	TMEM161A	54929
ENSG00000113643	RARS	5917
ENSG00000172661	WASHC2C	253725
ENSG00000169499	PLEKHA2	59339
ENSG00000112584	FAM120B	84498
ENSG00000152359	POC5	134359
ENSG00000236342	ABCF1	23
ENSG00000181885	CLDN7	1366
ENSG00000184117	NIPSNAP1	8508
ENSG00000169213	RAB3B	5865
ENSG00000114993	RTKN	6242
ENSG00000130024	PHF10	55274
ENSG00000109625	CPZ	8532
ENSG00000139350	NEDD1	121441
ENSG00000113161	HMGCR	3156
ENSG00000111652	COPS7A	50813
ENSG00000154451	GBP5	115362
ENSG00000180398	MCFD2	90411
ENSG00000100665	SERPINA4	5267
ENSG00000162654	GBP4	115361
ENSG00000060971	ACAA1	30
ENSG00000128322	IGLL1	3543
ENSG00000170099	SERPINA6	866
ENSG00000075142	SRI	6717
ENSG00000168036	CTNNB1	1499
ENSG00000011405	PIK3C2A	5286
ENSG00000079459	FDFT1	2222
ENSG00000278845	MRPL45	84311
ENSG00000113163	COL4A3BP	10087
ENSG00000174839	DENND6A	201627
ENSG00000118849	RARRES1	5918
ENSG00000147813	NAPRT	93100
ENSG00000149809	TM7SF2	7108
ENSG00000065000	AP3D1	8943
ENSG00000122591	FAM126A	84668
ENSG00000243156	MICAL3	57553
ENSG00000138468	SENP7	57337
ENSG00000169877	AHSP	51327
ENSG00000153250	RBMS1	5937
ENSG00000126464	PRR12	57479
ENSG00000104738	MCM4	4173
ENSG00000166783	MARF1	9665
ENSG00000166833	NAV2	89797
ENSG00000225682	DXO	1797
ENSG00000137411	VARS2	57176
ENSG00000163319	MRPS18C	51023
ENSG00000099937	SERPIND1	3053
ENSG00000131844	MCCC2	64087
ENSG00000103051	COG4	25839
ENSG00000196735	HLA-DQA1	3117
ENSG00000107021	TBC1D13	54662
ENSG00000214435	AS3MT	57412
ENSG00000278550	SLC43A2	124935
ENSG00000168291	PDHB	5162
ENSG00000033627	ATP6V0A1	535
ENSG00000160072	ATAD3B	83858
ENSG00000127415	IDUA	3425
ENSG00000180096	SEPT1	1731
ENSG00000115816	CEBPZ	10153
ENSG00000198910	L1CAM	3897
ENSG00000133195	SLC39A11	201266
ENSG00000110536	PTPMT1	114971
ENSG00000156239	N6AMT1	29104
ENSG00000171243	SOSTDC1	25928
ENSG00000206372	C2	717
ENSG00000154059	IMPACT	55364
ENSG00000129465	RIPK3	11035
ENSG00000156587	UBE2L6	9246
ENSG00000095787	WAC	51322
ENSG00000125869	LAMP5	24141
ENSG00000137574	TGS1	96764
ENSG00000100266	PACSIN2	11252
ENSG00000228892	AGPAT1	10554
ENSG00000116649	SRM	6723
ENSG00000105355	PLIN3	10226
ENSG00000176845	METRNL	284207
ENSG00000169217	CD2BP2	10421
ENSG00000215522	DDR1	780
ENSG00000263163	SLC27A3	11000
ENSG00000196151	WDSUB1	151525
ENSG00000198420	TCAF1	9747
ENSG00000166801	FAM111A	63901
ENSG00000184937	WT1	7490
ENSG00000204351	SKIV2L	6499
ENSG00000138363	ATIC	471
ENSG00000140598	EFL1	79631
ENSG00000158467	AHCYL2	23382
ENSG00000164040	PGRMC2	10424
ENSG00000182973	CNOT10	25904
ENSG00000066926	FECH	2235
ENSG00000163161	ERCC3	2071
ENSG00000166401	SERPINB8	5271
ENSG00000171940	ZNF217	7764
ENSG00000182774	RPS17	6218
ENSG00000178718	RPP25	54913
ENSG00000125818	PSMF1	9491
ENSG00000114450	GNB4	59345
ENSG00000215641	TRIM27	5987
ENSG00000149480	MTA2	9219
ENSG00000082458	DLG3	1741
ENSG00000117148	ACTL8	81569
ENSG00000048392	RRM2B	50484
ENSG00000134013	LOXL2	4017
ENSG00000137200	CMTR1	23070
ENSG00000167136	ENDOG	2021
ENSG00000051382	PIK3CB	5291
ENSG00000115355	CCDC88A	55704
ENSG00000072832	CRMP1	1400
ENSG00000101337	TM9SF4	9777
ENSG00000138614	INTS14	81556
ENSG00000144635	DYNC1LI1	51143
ENSG00000099968	BCL2L13	23786
ENSG00000278555	LILRB4	11006
ENSG00000012174	MBTPS2	51360
ENSG00000161016	RPL8	6132
ENSG00000174485	DENND4A	10260
ENSG00000166971	AKTIP	64400
ENSG00000103227	LMF1	64788
ENSG00000105656	ELL	8178
ENSG00000124939	SCGB2A1	4246
ENSG00000115523	GNLY	10578
ENSG00000130775	THEMIS2	9473
ENSG00000164687	FABP5	2171
ENSG00000102030	NAA10	8260
ENSG00000147649	MTDH	92140
ENSG00000161921	CXCL16	58191
ENSG00000206075	SERPINB5	5268
ENSG00000112474	HSD17B8	7923
ENSG00000163466	ARPC2	10109
ENSG00000115520	COQ10B	80219
ENSG00000178053	MLF1	4291
ENSG00000052841	TTC17	55761
ENSG00000127946	HIP1	3092
ENSG00000105875	WDR91	29062
ENSG00000150760	DOCK1	1793
ENSG00000273841	TAF9	6880
ENSG00000151835	SACS	26278
ENSG00000254709	IGLL5	100423062
ENSG00000006453	BAIAP2L1	55971
ENSG00000067560	RHOA	387
ENSG00000160113	NR2F6	2063
ENSG00000232962	HLA-DOA	3111
ENSG00000109107	ALDOC	230
ENSG00000086102	NFX1	4799
ENSG00000101474	APMAP	57136
ENSG00000166548	TK2	7084
ENSG00000186660	ZFP91	80829
ENSG00000053501	USE1	55850
ENSG00000128654	MTX2	10651
ENSG00000126561	STAT5A	6776
ENSG00000100316	RPL3	6122
ENSG00000104381	GDAP1	54332
ENSG00000110721	CHKA	1119
ENSG00000101935	AMMECR1	9949
ENSG00000206291	HLA-DPA1	3113
ENSG00000253729	PRKDC	5591
ENSG00000177409	SAMD9L	219285
ENSG00000232960	CSNK2B	1460
ENSG00000156011	PSD3	23362
ENSG00000177352	CCDC71	64925
ENSG00000107372	ZFAND5	7763
ENSG00000106366	SERPINE1	5054
ENSG00000182866	LCK	3932
ENSG00000145216	FIP1L1	81608
ENSG00000078018	MAP2	4133
ENSG00000205981	DNAJC19	131118
ENSG00000124380	SNRNP27	11017
ENSG00000126602	TRAP1	10131
ENSG00000211445	GPX3	2878
ENSG00000169515	CCDC8	83987
ENSG00000079691	CARMIL1	55604
ENSG00000204197	KIFC1	3833
ENSG00000125434	SLC25A35	399512
ENSG00000120054	CPN1	1369
ENSG00000171224	FAM241B	219738
ENSG00000242028	HYPK	25764
ENSG00000198498	TMA16	55319
ENSG00000162300	ZFPL1	7542
ENSG00000103043	VAC14	55697
ENSG00000133142	TCEAL4	79921
ENSG00000107562	CXCL12	6387
ENSG00000114204	SERPINI2	5276
ENSG00000067167	TRAM1	23471
ENSG00000123131	PRDX4	10549
ENSG00000157540	DYRK1A	1859
ENSG00000115828	QPCT	25797
ENSG00000008952	SEC62	7095
ENSG00000166341	DCHS1	8642
ENSG00000119820	YIPF4	84272
ENSG00000184014	DENND5A	23258
ENSG00000156831	NSMCE2	286053
ENSG00000206268	NELFE	7936
ENSG00000112312	GMNN	51053
ENSG00000176108	CHMP6	79643
ENSG00000197632	SERPINB2	5055
ENSG00000140836	ZFHX3	463
ENSG00000140836	ZFHX3	388289
ENSG00000089199	CHGB	1114
ENSG00000163516	ANKZF1	55139
ENSG00000085733	CTTN	2017
ENSG00000131467	PSME3	10197
ENSG00000197943	PLCG2	5336
ENSG00000167996	FTH1	2495
ENSG00000052749	RRP12	23223
ENSG00000234846	NEU1	4758
ENSG00000175104	TRAF6	7189
ENSG00000122786	CALD1	800
ENSG00000232119	MCTS1	28985
ENSG00000221968	FADS3	3995
ENSG00000236895	GTF2H4	2968
ENSG00000113384	GOLPH3	64083
ENSG00000163104	SMARCAD1	56916
ENSG00000088298	EDEM2	55741
ENSG00000272901	SMDT1	91689
ENSG00000149136	SSRP1	6749
ENSG00000112514	CUTA	51596
ENSG00000136143	SUCLA2	8803
ENSG00000127084	FGD3	89846
ENSG00000173898	SPTBN2	6712
ENSG00000165006	UBAP1	51271
ENSG00000229524	BAG6	7917
ENSG00000149115	TNKS1BP1	85456
ENSG00000050393	MCUR1	63933
ENSG00000115042	FAHD2A	51011
ENSG00000173905	GOLIM4	27333
ENSG00000277292	PIP4K2B	8396
ENSG00000146830	GIGYF1	64599
ENSG00000168818	STX18	53407
ENSG00000125835	SNRPB	6628
ENSG00000107874	CUEDC2	79004
ENSG00000165912	PACSIN3	29763
ENSG00000163913	IFT122	55764
ENSG00000114650	SCAP	22937
ENSG00000101439	CST3	1471
ENSG00000165637	VDAC2	7417
ENSG00000102054	RBBP7	5931
ENSG00000172115	CYCS	54205
ENSG00000114331	ACAP2	23527
ENSG00000145675	PIK3R1	5295
ENSG00000148719	DNAJB12	54788
ENSG00000106789	CORO2A	7464
ENSG00000116688	MFN2	9927
ENSG00000161682	FAM171A2	284069
ENSG00000154803	FLCN	201163
ENSG00000282813	ARMC10	83787
ENSG00000132275	RRP8	23378
ENSG00000128591	FLNC	2318
ENSG00000071462	BUD23	114049
ENSG00000151893	CACUL1	143384
ENSG00000172239	PAIP1	10605
ENSG00000101421	CHMP4B	128866
ENSG00000164944	VIRMA	25962
ENSG00000164167	LSM6	11157
ENSG00000213246	SUPT4H1	6827
ENSG00000172345	STARD5	80765
ENSG00000054611	TBC1D22A	25771
ENSG00000115457	IGFBP2	3485
ENSG00000100347	SAMM50	25813
ENSG00000176105	YES1	7525
ENSG00000106144	CASP2	835
ENSG00000225921	NOL7	51406
ENSG00000163607	GTPBP8	29083
ENSG00000158290	CUL4B	8450
ENSG00000198399	ITSN2	50618
ENSG00000152518	ZFP36L2	678
ENSG00000088325	TPX2	22974
ENSG00000106261	ZKSCAN1	7586
ENSG00000134758	RNF138	51444
ENSG00000163703	CRELD1	78987
ENSG00000138722	MMRN1	22915
ENSG00000164125	FAM198B	51313
ENSG00000128309	MPST	4357
ENSG00000163993	S100P	6286
ENSG00000125834	STK35	140901
ENSG00000142655	PEX14	5195
ENSG00000100031	GGT1	2678
ENSG00000141699	RETREG3	162427
ENSG00000258890	CEP95	90799
ENSG00000108963	DPH1	1801
ENSG00000125144	MT1G	4495
ENSG00000113318	MSH3	4437
ENSG00000123213	NLN	57486
ENSG00000146950	SHROOM2	357
ENSG00000041802	LSG1	55341
ENSG00000082438	COBLL1	22837
ENSG00000182923	CEP63	80254
ENSG00000080345	RIF1	55183
ENSG00000114554	PLXNA1	5361
ENSG00000185825	BCAP31	10134
ENSG00000146733	PSPH	5723
ENSG00000173548	SNX33	257364
ENSG00000100365	NCF4	4689
ENSG00000277571	ELANE	1991
ENSG00000140829	DHX38	9785
ENSG00000140830	TXNL4B	54957
ENSG00000167193	CRK	1398
ENSG00000163938	GNL3	26354
ENSG00000055950	MRPL43	84545
ENSG00000273594	EEF1D	1936
ENSG00000136710	CCDC115	84317
ENSG00000275565	ALOX5	240
ENSG00000160214	RRP1	8568
ENSG00000151364	KCTD14	65987
ENSG00000137403	HLA-F	3134
ENSG00000278516	LENG1	79165
ENSG00000163751	CPA3	1359
ENSG00000198000	NOL8	55035
ENSG00000096968	JAK2	3717
ENSG00000175595	ERCC4	2072
ENSG00000188690	UROS	7390
ENSG00000100242	SUN2	25777
ENSG00000170876	TMEM43	79188
ENSG00000196313	POM121	9883
ENSG00000239789	MRPS17	51373
ENSG00000175334	BANF1	8815
ENSG00000115594	IL1R1	3554
ENSG00000124198	ARFGEF2	10564
ENSG00000106333	PCOLCE	5118
ENSG00000137710	RDX	5962
ENSG00000113361	CDH6	1004
ENSG00000054523	KIF1B	23095
ENSG00000102805	CLN5	1203
ENSG00000066336	SPI1	6688
ENSG00000101844	ATG4A	115201
ENSG00000177951	BET1L	51272
ENSG00000035141	FAM136A	84908
ENSG00000120686	UFM1	51569
ENSG00000021826	CPS1	1373
ENSG00000149925	ALDOA	226
ENSG00000155744	FAM126B	285172
ENSG00000168078	PBK	55872
ENSG00000136689	IL1RN	3557
ENSG00000100116	GCAT	23464
ENSG00000166479	TMX3	54495
ENSG00000058056	USP13	8975
ENSG00000132305	IMMT	10989
ENSG00000162972	MAIP1	79568
ENSG00000065675	PRKCQ	5588
ENSG00000138028	CGREF1	10669
ENSG00000178896	EXOSC4	54512
ENSG00000206418	RAB12	201475
ENSG00000130255	RPL36	25873
ENSG00000205220	PSMB10	5699
ENSG00000089693	MLF2	8079
ENSG00000129235	TXNDC17	84817
ENSG00000198130	HIBCH	26275
ENSG00000100997	ABHD12	26090
ENSG00000188021	UBQLN2	29978
ENSG00000116560	SFPQ	6421
ENSG00000173465	SSSCA1	10534
ENSG00000198841	KTI12	112970
ENSG00000005243	COPZ2	51226
ENSG00000175866	BAIAP2	10458
ENSG00000125450	NUP85	79902
ENSG00000107554	DNMBP	23268
ENSG00000125304	TM9SF2	9375
ENSG00000071054	MAP4K4	9448
ENSG00000169641	LUZP1	7798
ENSG00000084652	TXLNA	200081
ENSG00000171992	SYNPO	11346
ENSG00000186654	PRR5	55615
ENSG00000226788	RING1	6015
ENSG00000159674	SPON2	10417
ENSG00000159674	SPON2	100130872
ENSG00000100577	GSTZ1	2954
ENSG00000104412	EMC2	9694
ENSG00000100304	TTLL12	23170
ENSG00000164754	RAD21	5885
ENSG00000166086	JAM3	83700
ENSG00000178999	AURKB	9212
ENSG00000145414	NAF1	92345
ENSG00000100294	MCAT	27349
ENSG00000101363	MANBAL	63905
ENSG00000156136	DCK	1633
ENSG00000103035	PSMD7	5713
ENSG00000166535	A2ML1	144568
ENSG00000104529	EEF1D	1936
ENSG00000061987	MON2	23041
ENSG00000241360	PDXP	57026
ENSG00000198642	KLHL9	55958
ENSG00000104518	GSDMD	79792
ENSG00000242386	HLA-DMB	3109
ENSG00000166685	COG1	9382
ENSG00000166947	EPB42	2038
ENSG00000007062	PROM1	8842
ENSG00000132334	PTPRE	5791
ENSG00000166260	COX11	1353
ENSG00000038427	VCAN	1462
ENSG00000235360	C6orf47	57827
ENSG00000102172	SMS	6611
ENSG00000197614	MFAP5	8076
ENSG00000151806	GUF1	60558
ENSG00000151779	NBAS	51594
ENSG00000106290	TAF6	6878
ENSG00000206376	EHMT2	10919
ENSG00000146535	GNA12	2768
ENSG00000106004	HOXA5	3202
ENSG00000142599	RERE	473
ENSG00000076641	PAG1	55824
ENSG00000131196	NFATC1	4772
ENSG00000095303	PTGS1	5742
ENSG00000213965	NUDT19	390916
ENSG00000005302	MSL3	10943
ENSG00000206353	SKIV2L	6499
ENSG00000102241	HTATSF1	27336
ENSG00000124333	VAMP7	6845
ENSG00000119335	SET	6418
ENSG00000106077	ABHD11	83451
ENSG00000238134	EHMT2	10919
ENSG00000196954	CASP4	837
ENSG00000132646	PCNA	5111
ENSG00000273984	MUC4	4585
ENSG00000206287	RING1	6015
ENSG00000141378	PTRH2	51651
ENSG00000132793	LPIN3	64900
ENSG00000136108	CKAP2	26586
ENSG00000134809	TIMM10	26519
ENSG00000168758	SEMA4C	54910
ENSG00000124486	USP9X	8239
ENSG00000015676	NUDCD3	23386
ENSG00000141367	CLTC	1213
ENSG00000206346	DXO	1797
ENSG00000197006	METTL9	51108
ENSG00000278053	DDX52	11056
ENSG00000173482	PTPRM	5797
ENSG00000132570	PCBD2	84105
ENSG00000140511	HAPLN3	145864
ENSG00000174231	PRPF8	10594
ENSG00000183798	EMILIN3	90187
ENSG00000152291	TGOLN2	10618
ENSG00000183578	TNFAIP8L3	388121
ENSG00000137288	UQCC2	84300
ENSG00000227500	SCAMP4	113178
ENSG00000038002	AGA	175
ENSG00000156398	SFXN2	118980
ENSG00000096433	ITPR3	3710
ENSG00000275544	BDH1	622
ENSG00000113448	PDE4D	5144
ENSG00000197912	SPG7	6687
ENSG00000103479	RBL2	5934
ENSG00000204287	HLA-DRA	3122
ENSG00000163281	GNPDA2	132789
ENSG00000282367	PTDSS2	81490
ENSG00000137309	HMGA1	3159
ENSG00000276358	PLEKHM1	9842
ENSG00000178921	PFAS	5198
ENSG00000041353	RAB27B	5874
ENSG00000187118	CMC1	152100
ENSG00000087245	MMP2	4313
ENSG00000109610	SOD3	6649
ENSG00000173369	C1QB	713
ENSG00000159189	C1QC	714
ENSG00000018699	TTC27	55622
ENSG00000188352	FOCAD	54914
ENSG00000118058	KMT2A	4297
ENSG00000108671	PSMD11	5717
ENSG00000148341	SH3GLB2	56904
ENSG00000111110	PPM1H	57460
ENSG00000178685	PARP10	84875
ENSG00000170604	IRF2BP1	26145
ENSG00000163453	IGFBP7	3490
ENSG00000144959	NCEH1	57552
ENSG00000132386	SERPINF1	5176
ENSG00000112562	SMOC2	64094
ENSG00000105821	DNAJC2	27000
ENSG00000174844	DNAH12	201625
ENSG00000088247	KHSRP	8570
ENSG00000182362	YBEY	54059
ENSG00000073969	NSF	4905
ENSG00000106537	TSPAN13	27075
ENSG00000110514	MADD	8567
ENSG00000147274	RBMX	27316
ENSG00000101751	POLI	11201
ENSG00000127184	COX7C	1350
ENSG00000187231	SESTD1	91404
ENSG00000151914	DST	667
ENSG00000132463	GRSF1	2926
ENSG00000220205	VAMP2	6844
ENSG00000160201	U2AF1	7307
ENSG00000160201	U2AF1	102724594
ENSG00000111843	TMEM14C	51522
ENSG00000106617	PRKAG2	51422
ENSG00000166275	BORCS7	119032
ENSG00000104549	SQLE	6713
ENSG00000181029	TRAPPC5	126003
ENSG00000174953	DHX36	170506
ENSG00000101972	STAG2	10735
ENSG00000060491	OGFR	11054
ENSG00000213719	CLIC1	1192
ENSG00000165997	ARL5B	221079
ENSG00000164144	ARFIP1	27236
ENSG00000105701	FKBP8	23770
ENSG00000151465	CDC123	8872
ENSG00000182957	SPATA13	221178
ENSG00000136161	RCBTB2	1102
ENSG00000230705	TAP1	6890
ENSG00000206053	JPT2	90861
ENSG00000228357	HSD17B8	7923
ENSG00000152133	GPATCH11	253635
ENSG00000113621	TXNDC15	79770
ENSG00000181904	C5orf24	134553
ENSG00000187955	COL14A1	7373
ENSG00000130520	LSM4	25804
ENSG00000112992	NNT	23530
ENSG00000176340	COX8A	1351
ENSG00000165168	CYBB	1536
ENSG00000100462	PRMT5	10419
ENSG00000224290	APOM	55937
ENSG00000197093	GAL3ST4	79690
ENSG00000103222	ABCC1	4363
ENSG00000141738	GRB7	2886
ENSG00000099290	WASHC2A	387680
ENSG00000138107	ACTR1A	10121
ENSG00000103550	KNOP1	400506
ENSG00000198382	UVRAG	7405
ENSG00000067057	PFKP	5214
ENSG00000180979	LRRC57	255252
ENSG00000089006	SNX5	27131
ENSG00000106153	CHCHD2	51142
ENSG00000143797	MBOAT2	129642
ENSG00000101441	CST4	1472
ENSG00000125912	NCLN	56926
ENSG00000148824	MTG1	92170
ENSG00000234343	NEU1	4758
ENSG00000114098	ARMC8	25852
ENSG00000188243	COMMD6	170622
ENSG00000100983	GSS	2937
ENSG00000242685	HLA-DMA	3108
ENSG00000030419	IKZF2	22807
ENSG00000104964	AES	166
ENSG00000242092	HLA-DMB	3109
ENSG00000076604	TRAF4	9618
ENSG00000118640	VAMP8	8673
ENSG00000163956	LRPAP1	4043
ENSG00000014641	MDH1	4190
ENSG00000125875	TBC1D20	128637
ENSG00000047230	CTPS2	56474
ENSG00000184979	USP18	11274
ENSG00000137040	RANBP6	26953
ENSG00000241839	PLEKHO2	80301
ENSG00000224399	SLC39A7	7922
ENSG00000149357	LAMTOR1	55004
ENSG00000144810	COL8A1	1295
ENSG00000113558	SKP1	6500
ENSG00000077063	CTTNBP2	83992
ENSG00000155304	HSPA13	6782
ENSG00000168803	ADAL	161823
ENSG00000089876	DHX32	55760
ENSG00000228896	SKIV2L	6499
ENSG00000165264	NDUFB6	4712
ENSG00000101442	ACTR5	79913
ENSG00000064726	BTBD1	53339
ENSG00000137522	RNF121	55298
ENSG00000087250	MT3	4504
ENSG00000131378	RFTN1	23180
ENSG00000127083	OMD	4958
ENSG00000163960	UBXN7	26043
ENSG00000108010	GLRX3	10539
ENSG00000183091	NEB	4703
ENSG00000032742	IFT88	8100
ENSG00000133104	SPART	23111
ENSG00000166582	CENPV	201161
ENSG00000011295	TTC19	54902
ENSG00000168876	ANKRD49	54851
ENSG00000177646	ACAD9	28976
ENSG00000031823	RANBP3	8498
ENSG00000177225	GATD1	347862
ENSG00000134326	CMPK2	129607
ENSG00000242265	PEG10	23089
ENSG00000206299	TAP2	6891
ENSG00000127951	FGL2	10875
ENSG00000103647	CORO2B	10391
ENSG00000115233	PSMD14	10213
ENSG00000156504	FAM122B	159090
ENSG00000113048	MRPS27	23107
ENSG00000101901	ALG13	79868
ENSG00000142546	NOSIP	51070
ENSG00000172977	KAT5	10524
ENSG00000115652	UXS1	80146
ENSG00000177303	CASKIN2	57513
ENSG00000196839	ADA	100
ENSG00000227317	DDAH2	23564
ENSG00000127824	TUBA4A	7277
ENSG00000124788	ATXN1	6310
ENSG00000065548	ZC3H15	55854
ENSG00000166501	PRKCB	5579
ENSG00000165471	MBL2	4153
ENSG00000137154	RPS6	6194
ENSG00000079257	LXN	56925
ENSG00000157851	DPYSL5	56896
ENSG00000206073	SERPINB4	6318
ENSG00000170323	FABP4	2167
ENSG00000110074	FOXRED1	55572
ENSG00000159228	CBR1	873
ENSG00000172409	CLP1	10978
ENSG00000233948	TRIM27	5987
ENSG00000198042	MAK16	84549
ENSG00000173083	HPSE	10855
ENSG00000180543	TSPYL5	85453
ENSG00000092964	DPYSL2	1808
ENSG00000152942	RAD17	5884
ENSG00000129680	MAP7D3	79649
ENSG00000136830	FAM129B	64855
ENSG00000133816	MICAL2	9645
ENSG00000133816	MICAL2	84953
ENSG00000104613	INTS10	55174
ENSG00000087111	PIGS	94005
ENSG00000206383	HSPA1L	3305
ENSG00000224552	ABHD16A	7920
ENSG00000130702	LAMA5	3911
ENSG00000166562	SEC11C	90701
ENSG00000110060	PUS3	83480
ENSG00000223367	RPS18	6222
ENSG00000123728	RAP2C	57826
ENSG00000072756	TRNT1	51095
ENSG00000156026	MCU	90550
ENSG00000163995	ABLIM2	84448
ENSG00000198648	STK39	27347
ENSG00000102575	ACP5	54
ENSG00000159593	NAE1	8883
ENSG00000173757	STAT5B	6777
ENSG00000147202	DIAPH2	1730
ENSG00000276657	PYCR3	65263
ENSG00000148832	PAOX	196743
ENSG00000184203	PPP1R2	5504
ENSG00000130176	CNN1	1264
ENSG00000167701	GPT	2875
ENSG00000099246	RAB18	22931
ENSG00000163577	EIF5A2	56648
ENSG00000138035	PNPT1	87178
ENSG00000264364	DYNLL2	140735
ENSG00000232357	HSD17B8	7923
ENSG00000174276	ZNHIT2	741
ENSG00000173517	PEAK1	79834
ENSG00000108559	NUP88	4927
ENSG00000105298	CACTIN	58509
ENSG00000113441	LNPEP	4012
ENSG00000107863	ARHGAP21	57584
ENSG00000141582	CBX4	8535
ENSG00000224156	TUBB	203068
ENSG00000243189	HLA-DMA	3108
ENSG00000215114	UBXN2B	137886
ENSG00000134480	CCNH	902
ENSG00000140525	FANCI	55215
ENSG00000159720	ATP6V0D1	9114
ENSG00000088832	FKBP1A	2280
ENSG00000160211	G6PD	2539
ENSG00000213516	RBMXL1	494115
ENSG00000151470	C4orf33	132321
ENSG00000269335	IKBKG	8517
ENSG00000151502	VPS26B	112936
ENSG00000183826	BTBD9	114781
ENSG00000134882	UBAC2	337867
ENSG00000064012	CASP8	841
ENSG00000138964	PARVG	64098
ENSG00000141753	IGFBP4	3487
ENSG00000134046	MBD2	8932
ENSG00000078237	TIGAR	57103
ENSG00000087087	SRRT	51593
ENSG00000128422	KRT17	3872
ENSG00000151929	BAG3	9531
ENSG00000139641	ESYT1	23344
ENSG00000110195	FOLR1	2348
ENSG00000108055	SMC3	9126
ENSG00000114742	WDR48	57599
ENSG00000138036	DYNC2LI1	51626
ENSG00000170634	ACYP2	98
ENSG00000132561	MATN2	4147
ENSG00000135070	ISCA1	81689
ENSG00000166592	RRAD	6236
ENSG00000071205	ARHGAP10	79658
ENSG00000205531	NAP1L4	4676
ENSG00000133884	DPF2	5977
